指図のMRP管理者	製造指図/ネットワーク	指図の品目テキスト	計画開始	計画終了	明細カテゴリ	MRP管理者	品目コード	品目テキスト	出庫完了	所要量	出庫済み	所要残（不足数）	出庫保管場所在庫	プラント在庫数量	出庫保管場所	棚番	購買グループテキスト	仕入先コード	仕入先名称	購買依頼	購買発注量	購買発注登録日	指定納期	回答納期	入庫日付	購買伝票	常備の購買発注	MRPタイプ	WBS要素	親WBS要素	親ネットワーク番号	不足品目	利用可能数量
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	31930004800	660GH-250S 250A AC660V ｼﾔﾀﾞﾝK*	X	            6.000	            6.000	            0.000	           66.000	           66.000	1210	P1	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	33999056300	JL-92 ﾌｨﾝｶﾞｰｶﾞｰﾄﾞ 92ｶｸﾌｧﾝﾖｳ	X	            4.000	            4.000	            0.000	          720.000	          720.000	1210	P1	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	53612027700	ｽﾐﾁｭｰﾌﾞFZ25X0.4(ｸﾛ) ｽﾐﾁｭｰﾌﾞFZ*	X	            0.600	            2.000	            1.400-	          178.000	          178.000	1210	P1	生島　武				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	EFA797100	PCB端子ｶﾊﾞｰ UF3	X	            2.000	            2.000	            0.000	          610.000	          610.000	1210	P1	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	33324000300	UTL927A 1ｿｳ 2P AC230V 50/*D0A*	X	            4.000	            4.000	            0.000	          393.000	          393.000	1210	P2	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	F2A726601	CT 100/150A	X	            6.000	            6.000	            0.000	          219.000	          219.000	1210	P2	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	L	900	S00A0149503	PK130FG160 X	X	            6.000	            6.000	            0.000	          585.000	          585.000	1210	P2	未設定				            0.000	2025/06/19	2025/12/01	2025/12/20	0000/00/00		4502408430	PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	E00A5763100	ﾋﾝｼﾞﾋﾟﾝ(100-150)　材SUS	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00174	小松機工（株）	0012689236	            2.000	2025/02/07	2025/03/25	2025/03/26	2025/03/19	4502382890		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	E00A5922000	UG3 150A ﾊｰﾈｽ 3/6ｱｰﾑ	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		未設定	S01970	（株）ＫＳＨ	0012685850	            2.000	2025/01/22	2025/02/18	2025/02/18	2025/02/21	4502379797		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	E00A5922600	UG3 150A ﾊｰﾈｽ 6ｱｰﾑﾖｳ	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		未設定	S01970	（株）ＫＳＨ	0012685851	            2.000	2025/01/22	2025/02/18	2025/02/18	2025/02/19	4502379798		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	E00A5988600	絶縁シート(150) 材PET	X	            6.000	            6.000	            0.000	            0.000	            0.000	1210		岡本　浩	S01414	（株）松本製作所	0012689237	            6.000	2025/02/07	2025/03/25	2025/03/25	2025/03/24	4502383016		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	J00A6316000	側面補強金具(150)　材SECC	X	            4.000	            4.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687011	            4.000	2025/01/28	2025/03/25	2025/03/05	2025/03/25	4502380660		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	J00B1857100	右側面板(150-250) 材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687012	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/09	4502380661		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	J00B1857200	左側面板(150-250) 材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687013	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/09	4502380662		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	J00B1857300	ﾌﾛﾝﾄｶﾊﾞｰ(150)　材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687014	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/09	4502380663		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	J00B1857400	ﾌｧﾝ固定金具(150) 材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687015	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/08	4502380664		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	J00B1857500	ﾌｧﾝ金具(150)　材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687016	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/09	4502380665		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	J00B1857600	側面保持金具(150) 材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687017	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/08	4502380666		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	J00B1857700	天板(150)　材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687018	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/09	4502380667		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016558	UG3-0150KF ES	2025/04/07	2025/08/27	N	900	J00B1857800	端子取付板(150)　材SECC	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00439	加賀金属（株）	0012687019	            2.000	2025/01/28	2025/03/25	2025/04/02	2025/04/08	4502380668		PD	K-0000303-22	K-0000303-22			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	52501158700	SYM-001T-P0.6(N) 8500/1ﾘｰﾙ		           12.000	            0.000	           12.000	            0.000	            0.000	1212		谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			ND	K-0000303-23	K-0000303-23		X	            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	26303039300	SMR-03V-N ﾘｾﾌﾟﾀｸﾙ 250V 3A 3P *	X	            6.000	            6.000	            0.000	          977.000	          977.000	1210	B1001	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	34811212200	OHD3-90B OFF 90ﾟC ﾄﾞｳｻOFF ｾﾂﾃ*	X	            6.000	            6.000	            0.000	         1113.000	         1113.000	1210	B1001	高間　奈穂	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/26	2025/09/25	0000/00/00	0000/00/00		4502416074	PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	600033111	TJ3A5897A-Z ﾌﾞﾂｼﾝｸﾞｵﾝVCﾖｳ	X	            6.000	            6.000	            0.000	         2788.000	         3788.000	1210	B1001	武村　靖彦	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/31	2025/09/25	0000/00/00	0000/00/00		4502417063	PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	600033112	TJ3A5897A-Z ﾌﾞﾂｼﾝｸﾞﾒﾝVCﾖｳ	X	            6.000	            6.000	            0.000	         2553.000	         3553.000	1210	B1001	武村　靖彦	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/31	2025/09/25	0000/00/00	0000/00/00		4502417064	PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	26303039400	SMP-03V-NC ﾌﾟﾗｸﾞ 3A 3P ﾀｲｱﾂ10*	X	            6.000	            6.000	            0.000	          507.000	          507.000	1210	B2101	谷口　真知子	S01062	日本圧着端子製造（株）		            0.000	2025/05/27	2025/10/02	2025/10/02	0000/00/00		4502403404	PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	31930001000	AMS-7B ﾏｲｸﾛｽｲｯﾁ GH,FHｼﾘｰｽ*D0A*	X	            6.000	            6.000	            0.000	          322.000	          322.000	1210	B2101	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	600033304	ﾜﾝﾀﾂﾁﾌﾞﾂｼﾕ NA-310B ﾎﾟﾘｶ	X	           12.000	           12.000	            0.000	          703.000	          703.000	1210	B2101	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	600033302	ﾜﾝﾀﾂﾁﾌﾞﾂｼﾕ NB-300B	X	           12.000	           12.000	            0.000	          294.000	          294.000	1210	B2102	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/24	2025/08/25	2025/08/25	0000/00/00		4502415434	PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	53202005500	TM147-2 ﾇｹﾄﾞﾒW ﾖﾋﾞ  4MM ｶﾞｲｹｲ*	X	            6.000	            6.000	            0.000	          816.000	         1416.000	1210	B4003	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	53670002100	PS5B-30 30 ﾀｲﾍﾝ8 PPS樹脂 M5ｵｽ-ﾒ*	X	           18.000	           18.000	            0.000	          144.000	          144.000	1210	B4004	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	53692118800	EH11U ｴﾂｼﾞﾎﾙﾀﾞ ﾅｲｹｲ 11MM 66ﾅｲ*	X	            2.000	            2.000	            0.000	          593.000	          593.000	1210	B4004	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/17	2025/10/02	2025/10/02	0000/00/00		4502414219	PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	E00A0527900	UF3 250A-450A 絶縁ｼｰﾄ	X	            2.000	            2.000	            0.000	            9.000	            9.000	1210	B6003	武村　靖彦	S01414	（株）松本製作所		            0.000	2025/07/29	2025/08/25	2025/08/25	0000/00/00		4502416669	PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	N00A1872100	接地銘板	X	            2.000	            2.000	            0.000	          459.000	          459.000	1210	B6004	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	N5A588600	制御電源端子ﾗﾍﾞﾙ	X	            2.000	            2.000	            0.000	          301.000	          301.000	1210	B6005	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	N5A588800	ﾀﾝｼﾗﾍﾞﾙ	X	            2.000	            2.000	            0.000	          369.000	          369.000	1210	B6006	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	53602056000	ASB306Eｵｳﾄﾞｳｽﾍﾟｰｻ ﾖﾋﾞM3 ｶ*D0A*	X	            2.000	            2.000	            0.000	          101.000	          101.000	1210	B8003	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	53692010900	ﾌﾟﾂｼﾕﾘﾍﾞﾂﾄ P4050W 6N	X	            2.000	            2.000	            0.000	          866.000	          866.000	1210	B8004	三木田				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	53602017200	BSF-310E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) M3 ｶ*	X	            2.000	            2.000	            0.000	          957.000	         2157.000	1210	B8007	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/19	2025/10/08	2025/10/08	0000/00/00		4502414792	PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	53602038900	BSF-315E  ｽﾁ-ﾙｽﾍﾟ-ｻ(6ｶｸ) ﾖﾋﾞM*	X	            2.000	            2.000	            0.000	          286.000	          286.000	1210	B8007	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	33999056300	JL-92 ﾌｨﾝｶﾞｰｶﾞｰﾄﾞ 92ｶｸﾌｧﾝﾖｳ	X	            6.000	            6.000	            0.000	          720.000	          720.000	1210	P1	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	53612027700	ｽﾐﾁｭｰﾌﾞFZ25X0.4(ｸﾛ) ｽﾐﾁｭｰﾌﾞFZ*	X	            0.600	            1.000	            0.400-	          178.000	          178.000	1210	P1	生島　武				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	EFA797100	PCB端子ｶﾊﾞｰ UF3	X	            2.000	            2.000	            0.000	          610.000	          610.000	1210	P1	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	S00A0162202	PK200FG160 X	X	            6.000	            6.000	            0.000	          456.000	          456.000	1210	P1	外注				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	31930004900	660GH-350S 350A AC660V ｼﾔﾀﾞﾝK*	X	            6.000	            6.000	            0.000	          162.000	          162.000	1210	P2	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	33324000300	UTL927A 1ｿｳ 2P AC230V 50/*D0A*	X	            6.000	            6.000	            0.000	          393.000	          393.000	1210	P2	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	40322001000	MFS40A100KN 40W 10ｵｰﾑ +-10% A*	X	            6.000	            6.000	            0.000	          680.000	          680.000	1210	P2	桑山	S01153	日本ヘルツ（株）		            0.000	2025/07/23	2025/10/27	2025/10/27	0000/00/00		4502415175	PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	L	900	F3A475401	CT 250A	X	            6.000	            6.000	            0.000	          297.000	          297.000	1210	P2	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	N	900	E00A5084500	ステー  材PL-PEM	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		岡本　浩	S01414	（株）松本製作所	0012689238	            2.000	2025/02/07	2025/03/25	2025/03/25	2025/03/24	4502383017		PD	K-0000303-23	K-0000303-23			            0.000
B40	60016559	UG3-0250KF ES	2025/04/07	2025/08/27	N	900	E00A5084500	ステー  材PL-PEM	X	            2.000	            2.000	            0.000	            0.000	            0.000	1210		岡本　浩	S01414	（株）松本製作所	0012691133	            2.000	2025/02/19	2025/03/21	2025/03/21	2025/03/17	4502385062		PD	K-0000303-23	K-0000303-23			            0.000
